,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0
0.005,1.036960e-03,7.285223e-04,6.202436e-04,4.612016e-04,3.909904e-04,3.179747e-04,3.013822e-04,2.590802e-04,2.097701e-04,2.017917e-04,1.918988e-04,1.879171e-04,1.665492e-04,1.100376e-02,1.178892e-01,1.960121e-01,2.621510e-01,4.012244e-01,6.599234e-01,9.040219e-01
0.01,7.726892e-04,4.479168e-04,3.855767e-04,3.384907e-04,3.035411e-04,3.293824e-04,3.151115e-04,2.480008e-04,2.573260e-04,2.257584e-04,2.069013e-04,1.932443e-04,1.726045e-04,1.735553e-02,1.124822e-01,1.763381e-01,2.111421e-01,3.072018e-01,5.535566e-01,1.153131e+00
0.015,1.045013e-03,6.857191e-04,3.232297e-04,3.167376e-04,2.989970e-04,3.127018e-04,2.400393e-04,2.175563e-04,1.910950e-04,1.739893e-04,1.547600e-04,1.215707e-04,1.082854e-04,2.330115e-02,1.081270e-01,1.627993e-01,1.624966e-01,2.498886e-01,4.890326e-01,1.045430e+00
0.02,9.226445e-04,8.779967e-04,3.146521e-04,2.747752e-04,2.865696e-04,2.294700e-04,2.445642e-04,2.231932e-04,1.601220e-04,1.900612e-04,1.524267e-04,1.168484e-04,1.298393e-04,2.954411e-02,1.051860e-01,1.532881e-01,1.655764e-01,2.934942e-01,3.591052e-01,1.711781e+01
0.025,6.684611e-04,3.852793e-04,3.079072e-04,2.707718e-04,2.587705e-04,2.399341e-04,1.976342e-04,2.127186e-04,1.768137e-04,1.976231e-04,1.858733e-04,1.160810e-04,1.620608e-04,3.453015e-02,1.029443e-01,1.451692e-01,1.635758e-01,2.881250e-01,4.918336e-01,6.235063e-01
0.03,1.050809e-03,5.497523e-04,3.965354e-04,2.849261e-04,2.717839e-04,2.433143e-04,1.885577e-04,1.725216e-04,1.707013e-04,1.835533e-04,1.442857e-04,1.586662e-04,1.509276e-04,3.882747e-02,1.010820e-01,1.392393e-01,1.609596e-01,2.404441e-01,4.431875e-01,4.700966e-01
0.035,1.201207e-03,4.357599e-04,4.278713e-04,3.289334e-04,2.575020e-04,2.287464e-04,1.885301e-04,1.698677e-04,1.601616e-04,1.766738e-04,1.576334e-04,1.393547e-04,1.406573e-04,4.271457e-02,9.986348e-02,1.350992e-01,1.504785e-01,2.293325e-01,4.673244e-01,7.275536e-01
0.04,1.117992e-03,6.472244e-04,4.303564e-04,2.792061e-04,2.504512e-04,2.201916e-04,1.793870e-04,1.637404e-04,1.508098e-04,1.525256e-04,1.374557e-04,1.396651e-04,1.696232e-04,4.589295e-02,9.879017e-02,1.307859e-01,1.551236e-01,2.675467e-01,4.887328e-01,6.991205e-01
0.045,8.647273e-04,5.915407e-04,4.604219e-04,2.687303e-04,2.251432e-04,1.928808e-04,1.726854e-04,1.593628e-04,1.472451e-04,1.335370e-04,1.429102e-04,1.239366e-04,1.774873e-04,4.874511e-02,9.817946e-02,1.286372e-01,1.618496e-01,2.460277e-01,7.278382e-01,3.886919e-01
0.05,6.311618e-04,5.376363e-04,4.979913e-04,2.575766e-04,2.217296e-04,1.919567e-04,1.710270e-04,1.559181e-04,1.434728e-04,1.313696e-04,1.283606e-04,1.397869e-04,2.147289e-04,5.154735e-02,9.826752e-02,1.271547e-01,1.587630e-01,3.108354e-01,1.532163e+00,4.707974e-01
0.055,5.387432e-04,3.836277e-04,2.994233e-04,2.493236e-04,2.151729e-04,1.882502e-04,1.679581e-04,1.525062e-04,1.398647e-04,1.284920e-04,1.182896e-04,1.247383e-04,2.665005e-04,5.416717e-02,9.810520e-02,1.274004e-01,1.897787e-01,3.915193e+00,1.099655e+00,3.838086e-01
0.06,5.342851e-04,4.027241e-04,2.914871e-04,2.420766e-04,2.082775e-04,1.831166e-04,1.638155e-04,1.487345e-04,1.362714e-04,1.252957e-04,1.153873e-04,1.200445e-04,3.642546e-04,5.648568e-02,9.874520e-02,1.250999e-01,1.774146e-01,5.397523e+04,4.795948e-01,1.043845e+01
0.065,7.570162e-04,4.030726e-04,2.812847e-04,2.345364e-04,2.014877e-04,1.774917e-04,1.591771e-04,1.446320e-04,1.325714e-04,1.219375e-04,1.127249e-04,1.184411e-04,5.527081e-04,5.863304e-02,9.959675e-02,1.246411e-01,1.684292e-01,3.767355e-01,3.606029e-01,6.502879e-01
0.07,6.941005e-04,3.923760e-04,2.725499e-04,2.273175e-04,1.953154e-04,1.721159e-04,1.544225e-04,1.404026e-04,1.287202e-04,1.185987e-04,1.103414e-04,1.155829e-04,8.516171e-04,6.108881e-02,9.970207e-02,1.264650e-01,1.859524e-01,2.404045e-01,3.260677e-01,7.703665e+03
