,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0
0.005,4.221967e-03,3.675291e-03,2.454351e-03,2.574421e-03,2.009086e-03,2.029210e-03,1.751687e-03,2.611974e-03,1.795255e-03,1.648048e-03,1.995596e-03,1.200674e-03,1.204058e-03,8.386705e-04,3.740119e-03,2.317439e-01,7.819695e-01,2.056087e+00,2.910715e+01,7.401411e+04
0.01,5.182701e-03,3.661822e-03,5.131518e-03,4.298327e-03,2.147511e-03,2.682179e-03,2.067809e-03,2.202483e-03,1.183536e-03,1.740965e-03,1.778279e-03,1.639275e-03,1.114843e-03,1.103185e-03,1.543221e-03,1.085750e-01,4.775986e-01,2.341207e+00,8.038330e+00,2.984628e+02
0.015,3.179925e-03,3.440535e-03,3.574376e-03,4.539106e-03,1.598478e-03,3.896265e-03,1.824522e-03,1.326729e-03,1.235456e-03,3.260357e-03,1.994383e-03,1.212762e-03,1.279423e-03,1.470149e-03,1.171593e-02,1.791587e-01,4.674753e-01,9.691007e-01,6.579600e+00,3.274491e+00
0.02,5.710999e-03,3.156877e-03,3.373549e-03,2.318862e-03,2.335276e-03,3.141374e-03,2.563573e-03,3.145192e-03,1.511003e-03,3.341458e-03,1.033754e-03,1.192986e-03,1.656402e-03,7.946500e-04,3.899521e-03,1.504441e-01,4.813853e-01,2.468632e+00,2.168141e+00,1.017136e+01
0.025,6.199674e-03,4.729682e-03,2.814922e-03,1.911862e-03,1.619580e-03,2.147456e-03,3.313126e-03,4.899860e-03,1.142017e-03,1.814761e-03,1.660242e-03,9.351450e-04,1.167972e-03,8.424636e-04,7.434743e-03,2.536325e-01,5.788979e-01,1.260821e+05,2.160387e+00,7.004259e+04
0.03,8.270395e-03,7.244983e-03,5.271705e-03,2.549357e-03,1.974759e-03,4.526896e-03,1.834060e-03,2.026597e-03,1.628181e-03,4.217048e-03,1.009911e-03,1.398712e-03,1.038632e-03,1.448914e-03,2.011977e-02,2.288816e-01,6.878247e-01,2.891567e+00,1.446976e+05,7.568001e+04
0.035,6.002149e-03,7.627685e-03,2.531792e-03,3.986808e-03,1.925630e-03,1.777316e-03,1.756934e-03,2.082683e-03,2.418121e-03,1.117645e-03,1.323697e-03,1.014678e-03,1.846921e-03,9.360799e-04,4.033329e-02,2.157869e-01,6.843811e-01,1.607261e+00,3.540507e+01,9.098446e+01
0.04,1.203569e-02,3.358422e-03,3.594249e-03,2.099986e-03,6.051828e-03,5.602768e-03,1.398542e-03,2.164658e-03,1.250389e-03,1.633923e-03,9.764837e-04,1.516706e-03,1.029458e-03,1.353117e-03,2.029407e-02,1.998817e-01,1.078935e+05,1.371011e+00,1.114924e+05,8.030666e+00
0.045,5.094329e-03,6.291156e-03,5.686459e-03,3.467094e-03,2.207096e-03,2.390784e-03,1.508403e-03,1.557980e-03,1.512423e-03,2.509868e-03,1.090964e-03,1.620820e-03,9.869251e-04,1.533426e-03,7.718027e-02,2.020252e-01,1.054565e+05,5.861345e+00,8.515521e+04,1.071383e+05
0.05,6.694301e-03,6.313249e-03,8.724014e-03,3.250513e-03,2.509178e-03,2.197636e-03,2.297514e-03,3.682175e-03,1.343753e-03,1.419209e-03,2.256606e-03,1.438956e-03,2.158540e-03,2.961826e-03,7.959873e-02,2.349583e-01,4.999733e-01,1.652098e+02,6.066299e+00,3.883664e+00
0.055,7.748163e-03,4.187918e-03,2.487805e-03,3.516980e-03,2.694369e-03,1.906600e-03,2.979336e-03,1.311144e-03,1.222461e-03,2.329476e-03,2.737086e-03,1.557379e-03,1.042181e-03,9.327095e-04,1.351438e-02,2.364821e-01,1.367077e+00,9.717790e+04,8.802562e+04,8.514329e+04
0.06,5.355537e-03,4.772450e-03,4.962852e-03,3.054000e-03,2.093407e-03,2.123179e-03,3.122226e-03,2.675404e-03,2.930501e-03,1.738504e-03,1.519595e-03,1.211070e-03,1.291510e-03,1.074595e-03,5.678789e-02,2.715791e-01,1.343135e+05,1.540810e+00,8.613298e+04,1.386337e+00
0.065,8.884581e-03,4.213447e-03,6.812502e-03,2.965967e-03,2.070795e-03,1.615593e-03,3.521064e-03,1.483750e-03,1.194082e-03,1.766251e-03,1.818025e-03,9.999775e-04,1.386579e-03,1.128298e-03,1.561678e-02,2.410431e-01,1.161517e+00,9.360710e+04,1.481205e+00,1.694791e+00
0.07,8.381720e-03,6.016586e-03,3.457351e-03,3.475582e-03,3.212307e-03,2.194797e-03,1.482164e-03,1.518639e-03,2.344262e-03,1.557882e-03,8.662479e-04,1.073125e-03,9.933115e-04,1.601187e-03,1.188760e-01,2.843196e-01,1.196107e+05,1.409846e+00,3.870583e+05,7.877322e+04
0.075,1.413122e-02,5.499747e-03,5.639354e-03,1.744224e-03,2.484662e-03,2.571400e-03,3.262249e-03,1.617379e-03,1.107943e-03,1.354899e-03,2.396097e-03,1.516402e-03,7.370212e-04,9.917737e-04,1.086099e-01,2.336065e-01,1.059810e+01,1.332479e+00,8.790668e+04,4.024398e+00
0.08,4.955247e-03,2.339792e-03,2.744034e-03,2.810307e-03,5.226238e-03,1.457503e-03,1.603002e-03,1.240512e-03,2.071249e-03,2.104813e-03,2.522457e-03,1.608244e-03,1.880224e-03,1.231394e-03,1.056480e-01,3.713596e-01,1.076668e+00,1.324405e+01,1.580257e+00,5.854345e+05
0.085,5.431779e-03,2.255358e-03,4.223752e-03,3.757065e-03,1.982776e-03,1.783447e-03,1.067431e-03,2.061866e-03,1.137081e-03,1.108456e-03,2.354656e-03,8.230169e-04,9.723178e-04,1.087925e-03,1.039052e-01,2.479240e-01,1.019310e+03,1.751927e+03,7.592327e+04,1.544480e+00
0.09,5.213980e-03,2.173907e-03,3.433241e-03,3.320873e-03,1.998541e-03,1.591930e-03,3.487207e-03,1.193917e-03,1.507736e-03,1.376671e-03,8.148469e-04,1.012750e-03,1.453830e-03,2.579673e-03,1.215673e-01,4.464509e-01,9.156177e+04,7.816917e+04,7.918235e+04,9.601100e+00
0.095,6.727361e-03,2.094351e-03,3.412008e-03,2.718896e-03,4.009247e-03,1.565041e-03,8.876185e-04,2.950076e-03,9.233699e-04,1.966955e-03,9.526229e-04,1.031910e-03,3.151215e-03,2.084522e-03,1.459650e-01,1.083198e+00,9.046294e+04,7.772792e+04,1.325522e+00,9.999719e+04
0.1,7.727983e-03,2.024816e-03,3.654859e-03,3.778462e-03,2.337543e-03,2.790543e-03,1.562379e-03,1.140809e-03,1.147103e-03,1.659335e-03,1.161347e-03,1.649224e-03,8.256419e-04,1.011989e-02,1.262793e-01,1.443615e+02,1.309598e+00,1.297435e+00,6.178896e+00,1.413165e+00
